Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
-82.93,42.33,WINDSOR,6139520,8/11/2017,2017,8,11,28.5,19,23.8,0,5.8,11.8,0,11.8,0,28,41
-82.93,42.33,WINDSOR,6139520,8/12/2017,2017,8,12,26.5,17,21.8,0,3.8,0.6,0,0.6,0,35,41
-82.93,42.33,WINDSOR,6139520,8/13/2017,2017,8,13,27.5,14.5,21,0,3,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,8/14/2017,2017,8,14,29.5,16,22.8,0,4.8,2,0,2,0,20,33
-82.93,42.33,WINDSOR,6139520,8/15/2017,2017,8,15,28.5,18,23.3,0,5.3,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,8/16/2017,2017,8,16,28.5,16.5,22.5,0,4.5,7.2,0,7.2,0,,<31
-82.93,42.33,WINDSOR,6139520,8/17/2017,2017,8,17,28,21,24.5,0,6.5,18.8,0,18.8,0,24,43
-82.93,42.33,WINDSOR,6139520,8/18/2017,2017,8,18,26.5,21,23.8,0,5.8,0,0,0,0,28,54
-82.93,42.33,WINDSOR,6139520,8/19/2017,2017,8,19,27,18,22.5,0,4.5,0,0,0,0,31,37
-82.93,42.33,WINDSOR,6139520,8/20/2017,2017,8,20,29.5,15.5,22.5,0,4.5,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,8/21/2017,2017,8,21,31.5,20,25.8,0,7.8,0,0,0,0,18,33
-82.93,42.33,WINDSOR,6139520,8/22/2017,2017,8,22,27,21,24,0,6,8.8,0,8.8,0,27,57
-82.93,42.33,WINDSOR,6139520,8/23/2017,2017,8,23,25,15.5,20.3,0,2.3,0,0,0,0,31,43
-82.93,42.33,WINDSOR,6139520,8/24/2017,2017,8,24,22.5,13.5,18,0,0,0,0,0,0,33,37
-82.93,42.33,WINDSOR,6139520,8/25/2017,2017,8,25,23,11.5,17.3,0.7,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,8/26/2017,2017,8,26,23,10.5,16.8,1.2,0,0,0,0,0,10,37
-82.93,42.33,WINDSOR,6139520,8/27/2017,2017,8,27,24.5,13,18.8,0,0.8,0,0,0,0,5,35
-82.93,42.33,WINDSOR,6139520,8/28/2017,2017,8,28,24,18,21,0,3,95.1,0,95.1,0,11,32
-82.93,42.33,WINDSOR,6139520,8/29/2017,2017,8,29,21.5,17,19.3,0,1.3,75.7,0,75.7,0,22,50
-82.93,42.33,WINDSOR,6139520,8/30/2017,2017,8,30,27.5,15,21.3,0,3.3,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,8/31/2017,2017,8,31,21.5,17.5,19.5,0,1.5,0,0,0,0,6,46
-82.93,42.33,WINDSOR,6139520,9/1/2017,2017,9,1,19,13,16,2,0,0,0,0,0,6,43
-82.93,42.33,WINDSOR,6139520,9/2/2017,2017,9,2,21.5,14,17.8,0.2,0,1.3,0,1.3,0,7,33
-82.93,42.33,WINDSOR,6139520,9/3/2017,2017,9,3,25,13.5,19.3,0,1.3,0,0,0,0,27,39
-82.93,42.33,WINDSOR,6139520,9/4/2017,2017,9,4,29,16,22.5,0,4.5,4.4,0,4.4,0,22,59
-82.93,42.33,WINDSOR,6139520,9/5/2017,2017,9,5,23.5,14,18.8,0,0.8,0.6,0,0.6,0,28,39
-82.93,42.33,WINDSOR,6139520,9/6/2017,2017,9,6,20.5,9.5,15,3,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/7/2017,2017,9,7,21,10.5,15.8,2.2,0,4.3,0,4.3,0,27,65
-82.93,42.33,WINDSOR,6139520,9/8/2017,2017,9,8,20.5,10.5,15.5,2.5,0,0,0,0,0,3,46
-82.93,42.33,WINDSOR,6139520,9/9/2017,2017,9,9,19.5,8,13.8,4.2,0,0,0,0,0,6,37
-82.93,42.33,WINDSOR,6139520,9/10/2017,2017,9,10,21,8.5,14.8,3.2,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/11/2017,2017,9,11,22.5,12,17.3,0.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/12/2017,2017,9,12,24,11,17.5,0.5,0,0.2,0,0.2,0,,
-82.93,42.33,WINDSOR,6139520,9/13/2017,2017,9,13,24.5,15,19.8,0,1.8,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/14/2017,2017,9,14,25.5,15,20.3,0,2.3,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/15/2017,2017,9,15,27.5,15,21.3,0,3.3,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/16/2017,2017,9,16,29,15.5,22.3,0,4.3,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/17/2017,2017,9,17,29.5,15.5,22.5,0,4.5,0,0,0,0,20,32
-82.93,42.33,WINDSOR,6139520,9/18/2017,2017,9,18,20.5,19,19.8,0,1.8,6,0,6,0,,
-82.93,42.33,WINDSOR,6139520,9/19/2017,2017,9,19,24,19,21.5,0,3.5,12.2,0,12.2,0,,
-82.93,42.33,WINDSOR,6139520,9/20/2017,2017,9,20,29,15,22,0,4,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/21/2017,2017,9,21,32.5,17.5,25,0,7,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/22/2017,2017,9,22,30,20,25,0,7,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/23/2017,2017,9,23,31.5,17.5,24.5,0,6.5,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/24/2017,2017,9,24,31,18,24.5,0,6.5,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/25/2017,2017,9,25,31,19,25,0,7,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/26/2017,2017,9,26,33,20.5,26.8,0,8.8,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,9/27/2017,2017,9,27,26.5,21,23.8,0,5.8,0,0,0,0,1,43
-82.93,42.33,WINDSOR,6139520,9/28/2017,2017,9,28,19.5,12,15.8,2.2,0,0.6,0,0.6,0,2,37
-82.93,42.33,WINDSOR,6139520,9/29/2017,2017,9,29,21.5,11,16.3,1.7,0,0.8,0,0.8,0,33,50
-82.93,42.33,WINDSOR,6139520,9/30/2017,2017,9,30,17.5,8.5,13,5,0,0,0,0,0,4,35
-82.93,42.33,WINDSOR,6139520,10/1/2017,2017,10,1,21.5,5,13.3,4.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,10/2/2017,2017,10,2,23.5,7.5,15.5,2.5,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,10/3/2017,2017,10,3,28.5,11,19.8,0,1.8,0,0,0,0,19,41
-82.93,42.33,WINDSOR,6139520,10/4/2017,2017,10,4,27,21,24,0,6,0.6,0,0.6,0,24,52
-82.93,42.33,WINDSOR,6139520,10/5/2017,2017,10,5,24,11,17.5,0.5,0,5.8,0,5.8,0,23,39
-82.93,42.33,WINDSOR,6139520,10/6/2017,2017,10,6,22.5,14,18.3,0,0.3,2.8,0,2.8,0,,
-82.93,42.33,WINDSOR,6139520,10/7/2017,2017,10,7,28.5,17,22.8,0,4.8,4.9,0,4.9,0,20,69
-82.93,42.33,WINDSOR,6139520,10/8/2017,2017,10,8,24.5,17,20.8,0,2.8,0.6,0,0.6,0,24,50
-82.93,42.33,WINDSOR,6139520,10/9/2017,2017,10,9,26.5,17,21.8,0,3.8,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,10/10/2017,2017,10,10,20.5,13,16.8,1.2,0,19,0,19,0,,
-82.93,42.33,WINDSOR,6139520,10/11/2017,2017,10,11,13,11,12,6,0,5.9,0,5.9,0,5,57
-82.93,42.33,WINDSOR,6139520,10/12/2017,2017,10,12,16,10,13,5,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,10/13/2017,2017,10,13,22.5,14,18.3,0,0.3,0.4,0,0.4,0,,
-82.93,42.33,WINDSOR,6139520,10/14/2017,2017,10,14,23,16,19.5,0,1.5,2.6,0,2.6,0,,
-82.93,42.33,WINDSOR,6139520,10/15/2017,2017,10,15,24,16.5,20.3,0,2.3,1,0,1,0,25,69
-82.93,42.33,WINDSOR,6139520,10/16/2017,2017,10,16,14.5,6,10.3,7.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,10/17/2017,2017,10,17,21,5.5,13.3,4.7,0,0,0,0,0,23,50
-82.93,42.33,WINDSOR,6139520,10/18/2017,2017,10,18,20.5,8.5,14.5,3.5,0,0,0,0,0,21,46
-82.93,42.33,WINDSOR,6139520,10/19/2017,2017,10,19,22,12.5,17.3,0.7,0,0,0,0,0,27,37
-82.93,42.33,WINDSOR,6139520,10/20/2017,2017,10,20,22,5.5,13.8,4.2,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,10/21/2017,2017,10,21,22.5,12,17.3,0.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,10/22/2017,2017,10,22,25.5,12.5,19,0,1,0,0,0,0,20,43
-82.93,42.33,WINDSOR,6139520,10/23/2017,2017,10,23,20,16.5,18.3,0,0.3,7,0,7,0,19,59
-82.93,42.33,WINDSOR,6139520,10/24/2017,2017,10,24,14,9.5,11.8,6.2,0,3.5,0,3.5,0,22,74
-82.93,42.33,WINDSOR,6139520,10/25/2017,2017,10,25,10.5,6,8.3,9.7,0,2.2,0,2.2,0,26,37
-82.93,42.33,WINDSOR,6139520,10/26/2017,2017,10,26,13.5,0.5,7,11,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,10/27/2017,2017,10,27,17,5.5,11.3,6.7,0,10.2,0,10.2,0,,
-82.93,42.33,WINDSOR,6139520,10/28/2017,2017,10,28,8,3.5,5.8,12.2,0,0,0,0,0,24,37
-82.93,42.33,WINDSOR,6139520,10/29/2017,2017,10,29,8,4,6,12,0,0,0,0,0,28,32
-82.93,42.33,WINDSOR,6139520,10/30/2017,2017,10,30,8.5,3,5.8,12.2,0,0.4,0,0.4,0,27,69
-82.93,42.33,WINDSOR,6139520,10/31/2017,2017,10,31,6,3.5,4.8,13.2,0,0,0,0,0,25,52
-82.93,42.33,WINDSOR,6139520,11/1/2017,2017,11,1,10.5,2,6.3,11.7,0,20.5,0,20.5,0,19,32
-82.93,42.33,WINDSOR,6139520,11/2/2017,2017,11,2,15.5,6,10.8,7.2,0,7.8,0,7.8,0,34,33
-82.93,42.33,WINDSOR,6139520,11/3/2017,2017,11,3,10.5,7,8.8,9.2,0,0,0,0,0,33,33
-82.93,42.33,WINDSOR,6139520,11/4/2017,2017,11,4,16,5,10.5,7.5,0,20.4,0,20.4,0,11,39
-82.93,42.33,WINDSOR,6139520,11/5/2017,2017,11,5,17,8,12.5,5.5,0,11.4,0,11.4,0,18,52
-82.93,42.33,WINDSOR,6139520,11/6/2017,2017,11,6,9,6,7.5,10.5,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,11/7/2017,2017,11,7,9.5,3.5,6.5,11.5,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,11/8/2017,2017,11,8,10.5,-2,4.3,13.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,11/9/2017,2017,11,9,10,-0.5,4.8,13.2,0,0,0,0,0,28,59
-82.93,42.33,WINDSOR,6139520,11/10/2017,2017,11,10,1.5,-6.5,-2.5,20.5,0,0,0,0,0,1,39
-82.93,42.33,WINDSOR,6139520,11/11/2017,2017,11,11,4,-5.5,-0.8,18.8,0,0,0,0,0,17,35
-82.93,42.33,WINDSOR,6139520,11/12/2017,2017,11,12,5,0.5,2.8,15.2,0,6.7,0,6.7,0,,
-82.93,42.33,WINDSOR,6139520,11/13/2017,2017,11,13,6.5,2,4.3,13.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,11/14/2017,2017,11,14,9.5,3,6.3,11.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,11/15/2017,2017,11,15,9,1,5,13,0,6.4,0,6.4,0,28,52
-82.93,42.33,WINDSOR,6139520,11/16/2017,2017,11,16,5,4,4.5,13.5,0,0,0,0,0,30,59
-82.93,42.33,WINDSOR,6139520,11/17/2017,2017,11,17,7.5,1.5,4.5,13.5,0,22.2,0,22.2,0,16,37
-82.93,42.33,WINDSOR,6139520,11/18/2017,2017,11,18,8.5,5,6.8,11.2,0,25.8,0,25.8,0,31,61
-82.93,42.33,WINDSOR,6139520,11/19/2017,2017,11,19,4,0.5,2.3,15.7,0,0,0.4,0.4,0,30,59
-82.93,42.33,WINDSOR,6139520,11/20/2017,2017,11,20,8.5,-1,3.8,14.2,0,0,0,0,0,20,54
-82.93,42.33,WINDSOR,6139520,11/21/2017,2017,11,21,11,4,7.5,10.5,0,4.8,0,4.8,0,23,57
-82.93,42.33,WINDSOR,6139520,11/22/2017,2017,11,22,3,-1,1,17,0,0,0,0,0,33,37
-82.93,42.33,WINDSOR,6139520,11/23/2017,2017,11,23,5.5,-3.5,1,17,0,0,0,0,0,22,39
-82.93,42.33,WINDSOR,6139520,11/24/2017,2017,11,24,11.5,0,5.8,12.2,0,0.2,0,0.2,0,21,54
-82.93,42.33,WINDSOR,6139520,11/25/2017,2017,11,25,11.5,8,9.8,8.2,0,0,0,0,0,32,56
-82.93,42.33,WINDSOR,6139520,11/26/2017,2017,11,26,6.5,-3.5,1.5,16.5,0,0,0,0,0,23,41
-82.93,42.33,WINDSOR,6139520,11/27/2017,2017,11,27,11,-1.5,4.8,13.2,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,11/28/2017,2017,11,28,17,2.5,9.8,8.2,0,0,0,0,0,21,57
-82.93,42.33,WINDSOR,6139520,11/29/2017,2017,11,29,8,3.5,5.8,12.2,0,0.7,0,0.7,0,,
-82.93,42.33,WINDSOR,6139520,11/30/2017,2017,11,30,10.5,-1.5,4.5,13.5,0,3.5,0,3.5,0,31,43
-82.93,42.33,WINDSOR,6139520,12/1/2017,2017,12,1,10,-1.5,4.3,13.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,12/2/2017,2017,12,2,10.5,0.5,5.5,12.5,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,12/3/2017,2017,12,3,13,-2,5.5,12.5,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,12/4/2017,2017,12,4,13,1.5,7.3,10.7,0,2.4,0,2.4,0,18,61
-82.93,42.33,WINDSOR,6139520,12/5/2017,2017,12,5,7,2.5,4.8,13.2,0,0,0,0,0,23,76
-82.93,42.33,WINDSOR,6139520,12/6/2017,2017,12,6,5,-2.5,1.3,16.7,0,0,0.6,0.6,0,23,65
-82.93,42.33,WINDSOR,6139520,12/7/2017,2017,12,7,0.5,-3,-1.3,19.3,0,0,0,0,0,25,46
-82.93,42.33,WINDSOR,6139520,12/8/2017,2017,12,8,1,-6.5,-2.8,20.8,0,0,1.4,1.4,0,23,54
-82.93,42.33,WINDSOR,6139520,12/9/2017,2017,12,9,-1.5,-3,-2.3,20.3,0,0,1.2,1.2,0,,
-82.93,42.33,WINDSOR,6139520,12/10/2017,2017,12,10,-1.5,-4,-2.8,20.8,0,0,0,0,1,25,46
-82.93,42.33,WINDSOR,6139520,12/11/2017,2017,12,11,-0.5,-5,-2.8,20.8,0,0,11,11,3,31,32
-82.93,42.33,WINDSOR,6139520,12/12/2017,2017,12,12,-5.5,-8,-6.8,24.8,0,0,0,0,0,32,67
-82.93,42.33,WINDSOR,6139520,12/13/2017,2017,12,13,-4,-9.5,-6.8,24.8,0,0,15.8,15.8,13,,
-82.93,42.33,WINDSOR,6139520,12/14/2017,2017,12,14,-3,-9.5,-6.3,24.3,0,0,0.8,0.8,10,,
-82.93,42.33,WINDSOR,6139520,12/15/2017,2017,12,15,0.5,-4.5,-2,20,0,0,2.8,2.8,21,24,50
-82.93,42.33,WINDSOR,6139520,12/16/2017,2017,12,16,-1,-3.5,-2.3,20.3,0,0,0.4,0.4,17,22,39
-82.93,42.33,WINDSOR,6139520,12/17/2017,2017,12,17,2.5,-4,-0.8,18.8,0,0.2,0,0.2,16,6,32
-82.93,42.33,WINDSOR,6139520,12/18/2017,2017,12,18,5.5,0,2.8,15.2,0,0,0,0,14,23,33
-82.93,42.33,WINDSOR,6139520,12/19/2017,2017,12,19,10,4,7,11,0,0,0,0,10,27,46
-82.93,42.33,WINDSOR,6139520,12/20/2017,2017,12,20,2,-2,0,18,0,0,0,0,0,30,48
-82.93,42.33,WINDSOR,6139520,12/21/2017,2017,12,21,1.5,-3,-0.8,18.8,0,0,0,0,0,7,35
-82.93,42.33,WINDSOR,6139520,12/22/2017,2017,12,22,1.5,0,0.8,17.2,0,0.2,2,2.2,0,7,32
-82.93,42.33,WINDSOR,6139520,12/23/2017,2017,12,23,3,0,1.5,16.5,0,0,0,0,0,32,33
-82.93,42.33,WINDSOR,6139520,12/24/2017,2017,12,24,-3.5,-5.5,-4.5,22.5,0,0,13.8,13.8,2,,
-82.93,42.33,WINDSOR,6139520,12/25/2017,2017,12,25,-4.5,-8.5,-6.5,24.5,0,0,1,1,0,27,61
-82.93,42.33,WINDSOR,6139520,12/26/2017,2017,12,26,-9,-15,-12,30,0,0,0.8,0.8,14,,
-82.93,42.33,WINDSOR,6139520,12/27/2017,2017,12,27,-10,-18,-14,32,0,0,0,0,13,28,32
-82.93,42.33,WINDSOR,6139520,12/28/2017,2017,12,28,-8.5,-18.5,-13.5,31.5,0,0,3,3,13,,<31
-82.93,42.33,WINDSOR,6139520,12/29/2017,2017,12,29,-5.5,-12,-8.8,26.8,0,0,1.4,1.4,12,,
-82.93,42.33,WINDSOR,6139520,12/30/2017,2017,12,30,-7.5,-10,-8.8,26.8,0,0,0,0,15,,
-82.93,42.33,WINDSOR,6139520,12/31/2017,2017,12,31,-8,-14.5,-11.3,29.3,0,0,0,0,15,,<31
-82.96,42.28,WINDSOR,6139527,1/1/2018,2018,1,1,-10.4,-21.1,-15.8,33.8,0,0,0,0,14,29,50
-82.96,42.28,WINDSOR,6139527,1/2/2018,2018,1,2,-11.3,-16.9,-14.1,32.1,0,0,0.2,0.2,13,23,48
-82.96,42.28,WINDSOR,6139527,1/3/2018,2018,1,3,-8.6,-16.7,-12.7,30.7,0,0,1.8,1.8,13,24,43
-82.96,42.28,WINDSOR,6139527,1/4/2018,2018,1,4,-9.5,-17.9,-13.7,31.7,0,0,0,0,0,32,44
-82.96,42.28,WINDSOR,6139527,1/5/2018,2018,1,5,-14.1,-19.1,-16.6,34.6,0,0,0,0,14,31,48
-82.96,42.28,WINDSOR,6139527,1/6/2018,2018,1,6,-12.6,-22.6,-17.6,35.6,0,0,0,0,14,33,33
-82.96,42.28,WINDSOR,6139527,1/7/2018,2018,1,7,,,,,0,0,4.4,4.4,14,,
-82.96,42.28,WINDSOR,6139527,1/8/2018,2018,1,8,,,,,0,0,0,0,18,,
-82.96,42.28,WINDSOR,6139527,1/9/2018,2018,1,9,2.2,-4.9,-1.4,19.4,0,0.6,0,0.6,0,,<31
-82.96,42.28,WINDSOR,6139527,1/10/2018,2018,1,10,7,-8,-0.5,18.5,0,2,0,2,15,19,39
-82.96,42.28,WINDSOR,6139527,1/11/2018,2018,1,11,,,,,0,5.3,0,5.3,0,,
-82.96,42.28,WINDSOR,6139527,1/12/2018,2018,1,12,,,,,0,0,1.2,1.2,0,,
-82.96,42.28,WINDSOR,6139527,1/13/2018,2018,1,13,,,,,0,0,0,0,1,,
-82.96,42.28,WINDSOR,6139527,1/14/2018,2018,1,14,-6.8,-13.6,-10.2,28.2,0,0,0.4,0.4,1,16,32
-82.96,42.28,WINDSOR,6139527,1/15/2018,2018,1,15,-5.7,-9.3,-7.5,25.5,0,0,3.8,3.8,1,14,32
-82.96,42.28,WINDSOR,6139527,1/16/2018,2018,1,16,-5.7,-13.7,-9.7,27.7,0,0,0.6,0.6,4,22,32
-82.96,42.28,WINDSOR,6139527,1/17/2018,2018,1,17,-5.5,-16.9,-11.2,29.2,0,0,0,0,5,23,52
-82.96,42.28,WINDSOR,6139527,1/18/2018,2018,1,18,-2.9,-10.3,-6.6,24.6,0,0,0,0,4,22,52
-82.96,42.28,WINDSOR,6139527,1/19/2018,2018,1,19,2.7,-5.6,-1.5,19.5,0,0,0,0,3,24,61
-82.96,42.28,WINDSOR,6139527,1/20/2018,2018,1,20,4.9,-0.7,2.1,15.9,0,0.2,0,0.2,0,24,54
-82.96,42.28,WINDSOR,6139527,1/21/2018,2018,1,21,3.9,0.7,2.3,15.7,0,9.8,0,9.8,0,,<31
-82.96,42.28,WINDSOR,6139527,1/22/2018,2018,1,22,11.3,1.8,6.6,11.4,0,5.1,0,5.1,0,20,57
-82.96,42.28,WINDSOR,6139527,1/23/2018,2018,1,23,,,,,0,0.8,0,0.8,0,,
-82.96,42.28,WINDSOR,6139527,1/24/2018,2018,1,24,-1.7,-4.6,-3.2,21.2,0,0,0,0,0,30,35
-82.96,42.28,WINDSOR,6139527,1/25/2018,2018,1,25,0,-4.8,-2.4,20.4,0,0,0,0,0,22,33
-82.96,42.28,WINDSOR,6139527,1/26/2018,2018,1,26,9.4,-2.6,3.4,14.6,0,0,0,0,0,21,44
-82.96,42.28,WINDSOR,6139527,1/27/2018,2018,1,27,,,,,0,0.4,0,0.4,0,,
-82.96,42.28,WINDSOR,6139527,1/28/2018,2018,1,28,6,-2.5,1.8,16.2,0,0,2.4,2.4,0,5,37
-82.96,42.28,WINDSOR,6139527,1/29/2018,2018,1,29,-1.4,-8.5,-5,23,0,0,5.8,5.8,0,34,50
-82.96,42.28,WINDSOR,6139527,1/30/2018,2018,1,30,-4.9,-10.8,-7.9,25.9,0,0,0,0,8,34,44
-82.96,42.28,WINDSOR,6139527,1/31/2018,2018,1,31,4.5,-5.8,-0.7,18.7,0,0,0,0,7,24,69
-82.96,42.28,WINDSOR,6139527,2/1/2018,2018,2,1,3.4,-11.9,-4.3,22.3,0,0,0,0,5,27,54
-82.96,42.28,WINDSOR,6139527,2/2/2018,2018,2,2,-6.5,-12.4,-9.5,27.5,0,0,0,0,3,24,44
-82.96,42.28,WINDSOR,6139527,2/3/2018,2018,2,3,,,,,0,0,7,7,3,,
-82.96,42.28,WINDSOR,6139527,2/4/2018,2018,2,4,1.4,-12.1,-5.4,23.4,0,0,2.6,2.6,10,24,56
-82.96,42.28,WINDSOR,6139527,2/5/2018,2018,2,5,-7.7,-17.1,-12.4,30.4,0,0,2,2,11,23,43
-82.96,42.28,WINDSOR,6139527,2/6/2018,2018,2,6,-4.9,-14.3,-9.6,27.6,0,0,8.2,8.2,11,,<31
-82.96,42.28,WINDSOR,6139527,2/7/2018,2018,2,7,-3.4,-9,-6.2,24.2,0,0,0,0,19,28,33
-82.96,42.28,WINDSOR,6139527,2/8/2018,2018,2,8,-6.5,-13.5,-10,28,0,0,6.6,6.6,16,22,44
-82.96,42.28,WINDSOR,6139527,2/9/2018,2018,2,9,,,,,0,0,15.2,15.2,20,,
-82.96,42.28,WINDSOR,6139527,2/10/2018,2018,2,10,,,,,0,1.6,2,3.6,32,,
-82.96,42.28,WINDSOR,6139527,2/11/2018,2018,2,11,-1.9,-6.3,-4.1,22.1,0,1.2,0,1.2,31,29,37
-82.96,42.28,WINDSOR,6139527,2/12/2018,2018,2,12,-3,-13.9,-8.5,26.5,0,0,0,0,29,,<31
-82.96,42.28,WINDSOR,6139527,2/13/2018,2018,2,13,-3.6,-16.1,-9.9,27.9,0,0,0,0,28,,<31
-82.96,42.28,WINDSOR,6139527,2/14/2018,2018,2,14,4.7,-6.6,-1,19,0,0,0,0,27,20,32
-82.96,42.28,WINDSOR,6139527,2/15/2018,2018,2,15,7,2.2,4.6,13.4,0,3,0,3,15,24,37
-82.96,42.28,WINDSOR,6139527,2/16/2018,2018,2,16,,,,,0,0,0,0,6,,
-82.96,42.28,WINDSOR,6139527,2/17/2018,2018,2,17,-0.2,-7,-3.6,21.6,0,0.4,0,0.4,4,20,32
-82.96,42.28,WINDSOR,6139527,2/18/2018,2018,2,18,1.6,-3.5,-1,19,0,1.2,0,1.2,4,20,37
-82.96,42.28,WINDSOR,6139527,2/19/2018,2018,2,19,13.4,-0.3,6.6,11.4,0,38.6,0,38.6,1,23,50
-82.96,42.28,WINDSOR,6139527,2/20/2018,2018,2,20,,,,,0,19.1,0,19.1,0,,
-82.96,42.28,WINDSOR,6139527,2/21/2018,2018,2,21,12,-1.4,5.3,12.7,0,2,0,2,0,32,43
-82.96,42.28,WINDSOR,6139527,2/22/2018,2018,2,22,2.9,-1.6,0.7,17.3,0,1.5,0,1.5,0,4,39
-82.96,42.28,WINDSOR,6139527,2/23/2018,2018,2,23,9.2,1,5.1,12.9,0,4.8,0,4.8,0,27,43
-82.96,42.28,WINDSOR,6139527,2/24/2018,2018,2,24,4.7,1.8,3.3,14.7,0,3,0,3,0,10,50
-82.96,42.28,WINDSOR,6139527,2/25/2018,2018,2,25,9.9,0.7,5.3,12.7,0,0,0,0,0,24,74
-82.96,42.28,WINDSOR,6139527,2/26/2018,2018,2,26,9.7,-1.3,4.2,13.8,0,0,0,0,0,20,41
-82.96,42.28,WINDSOR,6139527,2/27/2018,2018,2,27,13.7,-0.4,6.7,11.3,0,0,0,0,0,20,48
-82.96,42.28,WINDSOR,6139527,2/28/2018,2018,2,28,16.1,1.6,8.9,9.1,0,6.1,0,6.1,0,4,50
-82.96,42.28,WINDSOR,6139527,3/1/2018,2018,3,1,,,,,0,9.8,11.2,21,0,,
-82.96,42.28,WINDSOR,6139527,3/2/2018,2018,3,2,3.6,-2.2,0.7,17.3,0,0,0,0,10,33,43
-82.96,42.28,WINDSOR,6139527,3/3/2018,2018,3,3,3.9,-3.3,0.3,17.7,0,0,0,0,6,35,35
-82.96,42.28,WINDSOR,6139527,3/4/2018,2018,3,4,3.7,-4.4,-0.4,18.4,0,0,0,0,1,3,37
-82.96,42.28,WINDSOR,6139527,3/5/2018,2018,3,5,2,-5,-1.5,19.5,0,0,0.4,0.4,0,5,33
-82.96,42.28,WINDSOR,6139527,3/6/2018,2018,3,6,4.8,-1,1.9,16.1,0,0.5,0.8,1.3,0,9,33
-82.96,42.28,WINDSOR,6139527,3/7/2018,2018,3,7,2.3,-4.1,-0.9,18.9,0,0,2,2,0,28,46
-82.96,42.28,WINDSOR,6139527,3/8/2018,2018,3,8,0.3,-5.4,-2.6,20.6,0,0,0,0,0,29,56
-82.96,42.28,WINDSOR,6139527,3/9/2018,2018,3,9,0.8,-3.7,-1.5,19.5,0,0,0,0,0,30,39
-82.96,42.28,WINDSOR,6139527,3/10/2018,2018,3,10,,,,,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,3/11/2018,2018,3,11,3.4,-6,-1.3,19.3,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,3/12/2018,2018,3,12,1.7,-6.8,-2.6,20.6,0,0,0.8,0.8,0,33,43
-82.96,42.28,WINDSOR,6139527,3/13/2018,2018,3,13,1.8,-3.6,-0.9,18.9,0,0,0,0,0,32,43
-82.96,42.28,WINDSOR,6139527,3/14/2018,2018,3,14,3.8,-5.5,-0.9,18.9,0,0,0,0,0,32,48
-82.96,42.28,WINDSOR,6139527,3/15/2018,2018,3,15,2.8,-5.5,-1.4,19.4,0,0,0,0,0,33,59
-82.96,42.28,WINDSOR,6139527,3/16/2018,2018,3,16,3.1,-6.2,-1.6,19.6,0,0,0,0,0,33,44
-82.96,42.28,WINDSOR,6139527,3/17/2018,2018,3,17,7.6,-6.5,0.6,17.4,0,0,0,0,0,,<31
